customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,abandoned_carts_30d
CUST01594,Champions,43,2,1570.28,0,0
CUST01595,Discount-Sensitive,59,1,531.64,0,1
CUST01596,Champions,60,3,1798.04,0,1
CUST01597,Loyal Customers,40,1,509.02,1,0
CUST01598,Dormant Customers,68,1,292.55,0,0
CUST01599,Dormant Customers,82,1,307.89,0,0
CUST01600,Loyal Customers,0,1,657.78,0,0
CUST01601,Champions,49,2,1021.85,1,1
CUST01602,Champions,22,3,1334.57,0,3
CUST01603,Dormant Customers,166,1,455.96,0,0
CUST01604,Champions,49,3,1407.27,0,4
CUST01605,Discount-Sensitive,20,1,1057.43,0,1
CUST01606,Dormant Customers,180,1,282.09,0,0
CUST01607,Discount-Sensitive,155,1,1515.3,0,1
CUST01608,Loyal Customers,26,1,501.47,0,0
CUST01609,Dormant Customers,69,1,689.75,1,0
CUST01610,At-Risk Customers,69,4,2593.45,0,1
CUST01611,Champions,28,4,2180.72,0,0
CUST01612,Dormant Customers,283,0,0.0,0,0
CUST01613,Dormant Customers,255,0,0.0,0,0
CUST01614,At-Risk Customers,103,2,1352.11,0,1
CUST01615,Champions,1,3,1862.39,1,0
CUST01616,Loyal Customers,160,1,1177.41,0,0
CUST01617,At-Risk Customers,71,2,1632.85,1,3
CUST01618,Dormant Customers,84,1,426.08,0,0
CUST01619,Champions,2,3,1148.84,0,1
CUST01620,Champions,4,4,2409.04,0,0
CUST01621,Champions,26,3,2561.91,1,0
CUST01622,Loyal Customers,15,2,888.17,0,1
CUST01623,Dormant Customers,359,0,0.0,0,0
CUST01624,At-Risk Customers,75,4,2439.45,0,1
CUST01625,Loyal Customers,10,2,679.18,1,1
CUST01626,Champions,28,3,2085.26,0,1
CUST01627,Dormant Customers,295,0,0.0,0,0
CUST01628,Dormant Customers,180,1,399.53,0,0
CUST01629,At-Risk Customers,81,2,1120.0,0,0
CUST01630,Champions,19,3,3394.53,1,2
CUST01631,Champions,2,3,2040.85,1,4
CUST01632,Discount-Sensitive,6,1,1472.62,0,1
CUST01633,Loyal Customers,55,2,859.67,1,0
CUST01634,Loyal Customers,40,1,668.05,0,0
CUST01635,Champions,42,2,1322.05,1,1
CUST01636,Discount-Sensitive,16,1,310.14,0,2
CUST01637,Champions,29,5,4002.06,1,1
CUST01638,Champions,31,2,1665.11,0,0
CUST01639,Loyal Customers,166,1,1450.38,0,0
CUST01640,Discount-Sensitive,105,1,464.57,0,2
CUST01641,Discount-Sensitive,101,1,608.86,0,1
CUST01642,Champions,4,3,3151.98,0,0
CUST01643,Dormant Customers,182,0,0.0,0,0
CUST01644,Loyal Customers,118,2,818.79,0,1
CUST01645,At-Risk Customers,74,3,2748.62,0,4
CUST01646,Champions,66,4,2483.29,0,1
CUST01647,Champions,10,4,3321.39,0,1
CUST01648,Dormant Customers,150,1,540.77,0,0
CUST01649,Dormant Customers,243,0,0.0,0,0
CUST01650,Discount-Sensitive,102,1,1797.67,0,1
CUST01651,Dormant Customers,87,1,508.39,1,0
CUST01652,Champions,40,3,2663.46,1,0
CUST01653,At-Risk Customers,87,2,1706.87,1,0
CUST01654,Loyal Customers,99,1,1073.19,0,0
CUST01655,Champions,13,2,1358.99,0,1
CUST01656,Champions,9,6,3506.88,0,3
CUST01657,Dormant Customers,328,0,0.0,0,0
CUST01658,High-Value but Unhappy,56,4,3534.31,2,1
CUST01659,At-Risk Customers,98,2,1400.57,0,1
CUST01660,Champions,6,2,2406.57,0,2
CUST01661,Dormant Customers,154,1,326.3,0,0
CUST01662,Champions,33,2,1004.65,0,1
CUST01663,High-Value but Unhappy,22,3,2366.8,2,0
CUST01664,Discount-Sensitive,75,1,888.92,0,3
CUST01665,Discount-Sensitive,75,1,335.28,0,1
CUST01666,Dormant Customers,318,0,0.0,0,0
CUST01667,At-Risk Customers,136,2,1307.77,0,1
CUST01668,At-Risk Customers,106,3,2195.57,0,1
CUST01669,Dormant Customers,143,1,406.94,0,0
CUST01670,Champions,19,2,2472.29,1,1
CUST01671,At-Risk Customers,79,3,3295.24,1,0
CUST01672,Champions,29,2,1440.35,0,1
CUST01673,Loyal Customers,24,1,489.02,0,0
CUST01674,At-Risk Customers,116,2,936.21,0,0
CUST01675,At-Risk Customers,132,2,1309.95,0,1
CUST01676,Discount-Sensitive,133,1,578.91,0,1
CUST01677,Champions,17,3,1571.06,0,0
CUST01678,Loyal Customers,50,1,854.48,0,0
CUST01679,Loyal Customers,29,1,798.11,0,0
CUST01680,Loyal Customers,36,1,2660.5,0,0
CUST01681,Discount-Sensitive,53,1,804.75,0,1
CUST01682,Dormant Customers,227,0,0.0,0,0
CUST01683,Champions,26,4,4532.08,0,1
CUST01684,Champions,63,3,3554.18,0,1
CUST01685,Dormant Customers,278,0,0.0,0,0
CUST01686,Dormant Customers,138,1,699.98,0,0
CUST01687,Dormant Customers,81,1,392.39,0,0
CUST01688,Discount-Sensitive,130,1,602.81,0,1
CUST01689,Discount-Sensitive,62,1,1029.49,0,2
CUST01690,Dormant Customers,70,1,301.13,1,0
CUST01691,Dormant Customers,89,1,591.46,1,0
CUST01692,Discount-Sensitive,176,1,456.23,0,1
CUST01693,Discount-Sensitive,33,1,483.01,0,1
CUST01694,Discount-Sensitive,38,1,759.46,0,1
CUST01695,At-Risk Customers,72,3,1167.59,0,3
CUST01696,Dormant Customers,127,1,652.34,0,0
CUST01697,Champions,62,2,1630.57,0,0
CUST01698,At-Risk Customers,68,4,4139.24,1,1
CUST01699,Dormant Customers,242,0,0.0,0,0
CUST01700,Champions,6,2,2044.9,0,4
CUST01701,Discount-Sensitive,14,1,388.29,0,1
CUST01702,Dormant Customers,209,0,0.0,0,0
CUST01703,Champions,7,2,2037.61,0,0
CUST01704,Loyal Customers,47,1,926.37,0,0
CUST01705,Champions,29,3,1829.77,1,1
CUST01706,Champions,6,3,1683.91,1,1
CUST01707,Champions,2,2,1446.76,0,0
CUST01708,Champions,5,3,1319.75,0,1
CUST01709,Dormant Customers,157,1,484.31,0,0
CUST01710,Champions,58,3,1236.27,1,1
CUST01711,At-Risk Customers,110,2,1341.5,0,0
CUST01712,Loyal Customers,25,1,828.82,1,0
CUST01713,Champions,41,5,3851.72,1,0
CUST01714,Dormant Customers,132,1,894.52,0,0
CUST01715,Dormant Customers,121,1,703.76,0,0
CUST01716,Champions,31,2,1884.28,1,0
CUST01717,At-Risk Customers,125,2,2810.44,0,1
CUST01718,At-Risk Customers,133,3,1495.2,0,0
CUST01719,Dormant Customers,148,1,472.14,0,0
CUST01720,Champions,13,3,1236.77,1,1
CUST01721,Discount-Sensitive,38,1,617.29,0,1
CUST01722,Loyal Customers,59,1,359.06,0,0
CUST01723,Champions,16,3,2534.09,1,0
CUST01724,Champions,39,2,1680.71,0,1
CUST01725,Discount-Sensitive,44,1,632.03,1,2
CUST01726,Discount-Sensitive,23,1,1507.03,0,3
CUST01727,Loyal Customers,1,2,845.58,0,3
CUST01728,Champions,10,2,1236.25,0,0
CUST01729,High-Value but Unhappy,8,2,2079.31,2,2
CUST01730,Loyal Customers,120,2,788.7,0,1
CUST01731,Dormant Customers,102,1,531.75,0,0
CUST01732,Champions,9,4,4533.96,1,0
CUST01733,At-Risk Customers,92,3,2167.49,0,0
CUST01734,Loyal Customers,160,1,1515.59,0,0
CUST01735,Champions,61,2,1287.08,0,1
CUST01736,High-Value but Unhappy,13,4,2197.62,2,1
CUST01737,Discount-Sensitive,26,1,512.92,0,2
CUST01738,Champions,39,4,2851.85,0,1
CUST01739,Dormant Customers,75,1,349.72,0,0
CUST01740,Loyal Customers,22,1,717.61,0,0
CUST01741,Champions,29,3,1450.22,0,0
CUST01742,Loyal Customers,130,2,890.8,0,3
CUST01743,At-Risk Customers,90,2,1117.05,1,0
CUST01744,Discount-Sensitive,111,1,1021.08,0,1
CUST01745,Discount-Sensitive,204,0,0.0,0,1
CUST01746,Dormant Customers,239,0,0.0,0,0
CUST01747,Discount-Sensitive,24,1,1498.03,0,1
CUST01748,Loyal Customers,36,1,150.03,0,0
CUST01749,Dormant Customers,190,0,0.0,0,0
CUST01750,Discount-Sensitive,137,1,556.93,0,1
CUST01751,Loyal Customers,61,1,332.52,0,0
CUST01752,Dormant Customers,171,1,516.34,0,0
CUST01753,Champions,43,2,912.81,0,1
CUST01754,Loyal Customers,13,2,806.9,0,1
CUST01755,Discount-Sensitive,152,1,738.44,0,1
CUST01756,At-Risk Customers,90,2,1557.58,0,3
CUST01757,At-Risk Customers,167,2,1856.03,0,0
CUST01758,Discount-Sensitive,78,1,411.88,0,1
CUST01759,At-Risk Customers,89,2,1973.57,0,1
CUST01760,At-Risk Customers,69,3,2991.54,0,1
CUST01761,At-Risk Customers,89,4,3303.61,0,0
CUST01762,Loyal Customers,66,1,2131.17,0,0
CUST01763,Discount-Sensitive,8,1,705.53,1,1
CUST01764,Champions,45,3,1471.84,1,0
CUST01765,Dormant Customers,265,0,0.0,0,0
CUST01766,Discount-Sensitive,163,1,561.64,0,1
CUST01767,Dormant Customers,145,1,488.2,0,0
CUST01768,At-Risk Customers,101,2,1316.76,0,0
CUST01769,Champions,55,2,3149.49,0,1
CUST01770,High-Value but Unhappy,58,3,1327.79,2,0
CUST01771,Champions,58,2,1481.07,0,1
CUST01772,Dormant Customers,254,0,0.0,0,0
CUST01773,Discount-Sensitive,196,0,0.0,0,1
CUST01774,At-Risk Customers,152,3,2110.43,0,0
CUST01775,Champions,49,2,1120.32,1,1
CUST01776,Loyal Customers,79,1,962.07,0,0
CUST01777,At-Risk Customers,167,2,1872.12,0,0
CUST01778,Discount-Sensitive,87,1,512.32,0,1
CUST01779,Loyal Customers,167,1,1574.84,0,0
CUST01780,Discount-Sensitive,5,1,2015.96,1,2
CUST01781,Discount-Sensitive,241,0,0.0,0,1
CUST01782,Dormant Customers,137,1,402.31,0,0
CUST01783,Champions,21,2,1070.9,0,0
CUST01784,At-Risk Customers,67,2,1646.49,0,3
CUST01785,Loyal Customers,14,1,982.58,0,0
CUST01786,Champions,23,5,2801.17,0,0
CUST01787,Discount-Sensitive,75,1,1770.53,0,1
CUST01788,Champions,54,3,2627.07,1,1
CUST01789,Discount-Sensitive,52,1,341.52,0,1
CUST01790,Champions,40,3,1750.7,0,0
CUST01791,Dormant Customers,82,1,287.89,0,0
CUST01792,Discount-Sensitive,36,1,821.29,0,2
CUST01793,Loyal Customers,48,1,1476.12,1,0
CUST01794,Champions,26,2,1843.9,0,1
CUST01795,Loyal Customers,89,1,1266.99,1,0
CUST01796,Discount-Sensitive,33,1,500.81,0,1
CUST01797,Discount-Sensitive,117,1,1593.85,0,1
CUST01798,Discount-Sensitive,103,1,1100.62,0,1
CUST01799,Dormant Customers,74,1,659.32,1,0
CUST01800,Discount-Sensitive,122,1,507.22,0,1
CUST01801,Discount-Sensitive,24,1,371.61,1,2
CUST01802,At-Risk Customers,139,2,1118.66,0,0
CUST01803,At-Risk Customers,104,2,1100.86,0,0
CUST01804,Dormant Customers,177,1,578.62,0,0
CUST01805,Loyal Customers,37,1,433.16,0,0
CUST01806,Discount-Sensitive,50,1,411.72,0,2
CUST01807,At-Risk Customers,74,2,1672.74,0,1
CUST01808,Loyal Customers,17,1,234.39,0,0
CUST01809,Champions,45,2,2554.61,0,0
CUST01810,Discount-Sensitive,28,1,381.71,0,1
CUST01811,At-Risk Customers,69,4,3016.58,1,1
CUST01812,Champions,25,3,2134.42,0,2
CUST01813,Champions,22,3,2171.56,1,0
CUST01814,Loyal Customers,43,1,579.84,1,0
CUST01815,Discount-Sensitive,4,1,762.94,0,1
CUST01816,Dormant Customers,189,0,0.0,0,0
CUST01817,Discount-Sensitive,147,1,429.19,0,1
CUST01818,Dormant Customers,168,1,403.61,0,0
CUST01819,At-Risk Customers,82,2,1750.57,1,0
CUST01820,Champions,6,3,2242.0,0,1
CUST01821,Champions,41,3,2654.29,0,0
CUST01822,Champions,50,2,2116.75,1,1
CUST01823,Discount-Sensitive,32,1,1142.69,0,2
CUST01824,Discount-Sensitive,201,0,0.0,0,1
CUST01825,Discount-Sensitive,16,1,561.93,1,2
CUST01826,Champions,57,3,1929.3,0,0
CUST01827,Champions,5,2,1217.56,0,0
CUST01828,At-Risk Customers,122,3,1876.83,0,0
CUST01829,At-Risk Customers,101,3,2668.19,0,0
CUST01830,Loyal Customers,27,1,258.18,1,0
CUST01831,Discount-Sensitive,11,1,448.22,1,3
CUST01832,At-Risk Customers,95,3,2313.58,0,1
CUST01833,Champions,27,4,2563.66,0,0
CUST01834,Discount-Sensitive,2,1,715.74,0,1
CUST01835,Discount-Sensitive,132,1,710.25,0,1
CUST01836,At-Risk Customers,125,2,1392.01,0,1
CUST01837,Discount-Sensitive,76,1,441.28,0,1
CUST01838,Loyal Customers,64,2,775.96,0,1
CUST01839,Champions,0,3,1378.5,0,3
CUST01840,Discount-Sensitive,101,1,333.12,0,1
CUST01841,Champions,14,4,2919.05,0,0
CUST01842,Loyal Customers,161,1,1332.91,0,0
CUST01843,Discount-Sensitive,25,1,2211.51,0,1
CUST01844,At-Risk Customers,125,2,1933.86,0,2
CUST01845,Dormant Customers,164,1,545.67,0,0
CUST01846,Discount-Sensitive,76,1,537.7,0,1
CUST01847,Loyal Customers,16,1,1293.93,0,0
CUST01848,Champions,1,2,2164.85,0,2
CUST01849,Discount-Sensitive,34,1,385.85,0,1
CUST01850,Loyal Customers,28,1,510.71,0,0
CUST01851,Dormant Customers,355,0,0.0,0,0
CUST01852,Loyal Customers,48,1,572.93,1,0
CUST01853,Dormant Customers,153,1,430.99,0,0
CUST01854,At-Risk Customers,150,2,1301.87,0,0
CUST01855,At-Risk Customers,72,2,2034.53,1,2
CUST01856,Dormant Customers,211,0,0.0,0,0
CUST01857,Dormant Customers,74,1,257.75,0,0
CUST01858,Discount-Sensitive,20,1,522.62,1,1
CUST01859,Champions,15,2,1262.4,0,1
CUST01860,High-Value but Unhappy,1,2,914.93,2,1
CUST01861,Champions,1,2,2185.49,0,0
CUST01862,Champions,9,3,3486.8,0,1
CUST01863,Discount-Sensitive,188,0,0.0,0,1
CUST01864,Dormant Customers,221,0,0.0,0,0
CUST01865,Champions,60,2,1418.31,1,1
CUST01866,Discount-Sensitive,70,1,510.52,1,1
CUST01867,Discount-Sensitive,11,1,663.94,0,1
CUST01868,At-Risk Customers,80,2,1267.91,0,1
CUST01869,Champions,52,3,1551.23,0,0
CUST01870,At-Risk Customers,91,2,1401.02,0,1
CUST01871,Loyal Customers,100,1,1448.69,0,0
CUST01872,Discount-Sensitive,41,1,817.34,1,1
CUST01873,Champions,9,2,1277.58,0,0
CUST01874,Loyal Customers,31,1,663.19,0,0
CUST01875,Dormant Customers,74,1,296.55,0,0
CUST01876,Loyal Customers,143,1,1038.71,0,0
CUST01877,Champions,45,2,2170.97,1,0
CUST01878,Loyal Customers,22,1,314.15,0,0
CUST01879,Loyal Customers,24,1,709.74,1,0
CUST01880,Dormant Customers,231,0,0.0,0,0
CUST01881,Champions,8,2,1058.59,1,0
CUST01882,Dormant Customers,219,0,0.0,0,0
CUST01883,Champions,5,2,1461.71,1,0
CUST01884,Dormant Customers,234,0,0.0,0,0
CUST01885,Champions,6,3,2419.99,0,2
CUST01886,Dormant Customers,78,1,309.36,0,0
CUST01887,Loyal Customers,126,2,358.26,0,0
CUST01888,Loyal Customers,27,3,626.1,0,0
CUST01889,At-Risk Customers,71,2,1553.42,0,1
CUST01890,Dormant Customers,226,0,0.0,0,0
CUST01891,Dormant Customers,217,0,0.0,0,0
CUST01892,Discount-Sensitive,39,1,547.55,0,1
CUST01893,Loyal Customers,50,1,1501.3,0,0
CUST01894,Discount-Sensitive,195,0,0.0,0,1
CUST01895,Discount-Sensitive,329,0,0.0,0,1
CUST01896,Discount-Sensitive,70,1,177.86,0,1
CUST01897,Champions,28,2,1482.82,0,1
CUST01898,Dormant Customers,218,0,0.0,0,0
CUST01899,Champions,53,2,1576.16,1,1
CUST01900,At-Risk Customers,75,3,1920.74,0,0
CUST01901,Discount-Sensitive,163,1,736.42,0,1
CUST01902,Loyal Customers,53,2,549.93,0,0
CUST01903,Champions,20,2,1434.04,0,1
CUST01904,Champions,39,3,2969.43,1,1
CUST01905,Champions,2,3,2083.64,1,0
CUST01906,Dormant Customers,81,1,555.37,0,0
CUST01907,Champions,32,2,1249.44,0,1
CUST01908,Dormant Customers,216,0,0.0,0,0
CUST01909,Discount-Sensitive,37,1,825.7,0,1
CUST01910,Dormant Customers,130,1,554.5,0,0
CUST01911,Champions,40,3,2463.55,1,0
CUST01912,Champions,43,2,1106.5,0,1
CUST01913,Dormant Customers,78,1,422.52,0,0
CUST01914,At-Risk Customers,83,2,2531.95,0,1
CUST01915,Dormant Customers,273,0,0.0,0,0
CUST01916,Champions,10,2,934.02,0,1
CUST01917,Dormant Customers,196,0,0.0,0,0
CUST01918,Loyal Customers,170,1,1508.27,0,0
CUST01919,Discount-Sensitive,40,1,328.12,0,1
CUST01920,Dormant Customers,215,0,0.0,0,0
CUST01921,Discount-Sensitive,75,1,1096.7,0,2
CUST01922,Discount-Sensitive,30,1,1747.45,0,1
CUST01923,Discount-Sensitive,146,1,493.47,0,1
CUST01924,Discount-Sensitive,61,1,371.86,0,1
CUST01925,Discount-Sensitive,12,1,448.97,0,2
CUST01926,Dormant Customers,130,1,449.37,0,0
CUST01927,Loyal Customers,163,1,1254.25,0,0
CUST01928,Discount-Sensitive,6,1,462.37,0,3
CUST01929,Discount-Sensitive,163,1,412.99,0,1
CUST01930,Champions,19,2,1131.91,0,1
CUST01931,Champions,10,2,975.78,0,1
CUST01932,Discount-Sensitive,12,1,1359.13,0,1
CUST01933,Loyal Customers,39,1,457.58,0,0
CUST01934,Discount-Sensitive,33,1,585.58,0,1
CUST01935,Loyal Customers,52,1,308.98,0,0
CUST01936,Discount-Sensitive,34,1,300.34,0,1
CUST01937,Dormant Customers,120,1,383.33,0,0
CUST01938,Champions,45,3,1299.72,0,1
CUST01939,Champions,34,4,3249.84,0,3
CUST01940,Champions,8,2,1355.74,0,0
CUST01941,Champions,47,4,2815.2,1,3
CUST01942,Dormant Customers,249,0,0.0,0,0
CUST01943,Champions,52,3,3506.41,0,2
CUST01944,Loyal Customers,13,1,451.76,0,0
CUST01945,Dormant Customers,118,1,554.68,0,0
CUST01946,Discount-Sensitive,118,1,590.95,0,1
CUST01947,Loyal Customers,123,2,806.74,0,0
CUST01948,Dormant Customers,170,1,802.25,0,0
CUST01949,Loyal Customers,136,1,1097.78,0,0
CUST01950,Dormant Customers,136,1,670.55,0,0
CUST01951,Dormant Customers,125,1,599.47,0,0
CUST01952,Discount-Sensitive,313,0,0.0,0,1
CUST01953,Dormant Customers,176,1,886.28,0,0
CUST01954,Champions,50,2,1200.01,0,1
CUST01955,Champions,25,4,1750.78,1,1
CUST01956,Dormant Customers,78,1,301.98,0,0
CUST01957,Dormant Customers,210,0,0.0,0,0
CUST01958,Dormant Customers,113,1,436.01,0,0
CUST01959,Loyal Customers,9,1,676.52,0,0
CUST01960,Discount-Sensitive,25,1,1173.93,0,1
CUST01961,Discount-Sensitive,79,1,1265.7,0,1
CUST01962,At-Risk Customers,142,2,1458.09,0,0
CUST01963,Discount-Sensitive,113,1,827.54,0,1
CUST01964,Loyal Customers,15,1,848.15,0,0
CUST01965,Dormant Customers,196,0,0.0,0,0
CUST01966,Discount-Sensitive,49,1,990.76,0,1
CUST01967,Loyal Customers,28,2,874.98,1,1
CUST01968,Loyal Customers,59,1,1323.58,1,0
CUST01969,At-Risk Customers,80,2,1641.0,1,0
CUST01970,At-Risk Customers,84,2,1351.58,0,3
CUST01971,Champions,10,2,2559.4,1,1
CUST01972,Champions,4,5,2355.5,0,0
CUST01973,Discount-Sensitive,89,1,1195.4,0,2
CUST01974,Loyal Customers,54,1,535.27,1,0
CUST01975,Discount-Sensitive,57,1,970.02,0,1
CUST01976,At-Risk Customers,100,4,3483.16,1,4
CUST01977,At-Risk Customers,68,2,1844.12,1,1
CUST01978,Dormant Customers,156,1,549.68,0,0
CUST01979,Discount-Sensitive,61,1,669.46,0,2
CUST01980,Champions,1,2,1535.81,0,0
CUST01981,Discount-Sensitive,84,1,1480.4,0,4
CUST01982,Champions,36,2,1678.1,1,0
CUST01983,Discount-Sensitive,67,1,247.47,0,1
CUST01984,High-Value but Unhappy,21,6,3972.7,2,1
CUST01985,Discount-Sensitive,75,1,1983.49,0,5
CUST01986,Champions,5,3,2851.97,0,4
CUST01987,Discount-Sensitive,127,1,299.78,0,1
CUST01988,Loyal Customers,52,1,824.71,0,0
CUST01989,Dormant Customers,70,1,402.97,0,0
CUST01990,Champions,59,4,3877.77,0,2
CUST01991,Champions,65,2,1375.81,1,1
CUST01992,Discount-Sensitive,50,1,1412.07,0,1
CUST01993,Champions,23,4,2199.04,1,0
CUST01994,Dormant Customers,83,1,716.99,0,0
CUST01995,Dormant Customers,144,1,680.4,0,0
CUST01996,Dormant Customers,206,0,0.0,0,0
CUST01997,Discount-Sensitive,23,1,914.23,0,1
CUST01998,Champions,6,3,2894.07,1,1
CUST01999,Loyal Customers,70,2,762.25,0,0
CUST02000,Discount-Sensitive,96,1,659.61,0,3
CUST02001,Discount-Sensitive,5,1,519.52,0,1
CUST02002,Champions,27,2,1975.52,0,0
CUST02003,Dormant Customers,169,1,225.92,0,0
CUST02004,Discount-Sensitive,1,1,1164.15,0,1
CUST02005,Loyal Customers,7,2,660.44,0,1
CUST02006,Loyal Customers,99,1,1872.67,0,0
CUST02007,At-Risk Customers,152,2,1436.89,0,1
CUST02008,Discount-Sensitive,228,0,0.0,0,1
CUST02009,Champions,31,2,2246.02,1,0
CUST02010,At-Risk Customers,97,2,3814.95,0,1
CUST02011,Loyal Customers,130,1,1055.41,0,0
CUST02012,Loyal Customers,4,1,397.31,1,0
CUST02013,Loyal Customers,19,1,496.68,0,1
CUST02014,Loyal Customers,39,1,585.15,0,0
CUST02015,Dormant Customers,212,0,0.0,0,0
CUST02016,Loyal Customers,15,1,359.18,0,0
CUST02017,Loyal Customers,77,1,260.56,0,1
CUST02018,Loyal Customers,46,1,873.21,1,0
CUST02019,Champions,55,3,1976.35,1,0
CUST02020,Champions,30,1,1155.61,0,1
CUST02021,Champions,9,4,3437.71,1,0
CUST02022,Loyal Customers,44,1,329.75,1,0
CUST02023,Loyal Customers,44,1,888.97,0,1
CUST02024,Champions,1,5,2985.73,0,2
CUST02025,Champions,44,3,2973.5,0,0
CUST02026,Champions,34,3,3035.74,0,0
CUST02027,Champions,12,2,2518.34,0,2
CUST02028,Loyal Customers,127,1,701.75,0,1
CUST02029,At-Risk Customers,80,2,1154.39,1,0
CUST02030,Champions,7,3,1750.15,0,1
CUST02031,Loyal Customers,167,2,734.56,0,0
CUST02032,Dormant Customers,342,0,0.0,0,0
CUST02033,Loyal Customers,112,1,450.77,0,1
CUST02034,Loyal Customers,13,1,568.26,0,1
CUST02035,At-Risk Customers,93,3,2201.39,0,0
CUST02036,Champions,38,2,1639.42,0,1
CUST02037,Loyal Customers,1,1,405.47,1,0
CUST02038,Discount-Sensitive,262,0,0.0,0,1
CUST02039,At-Risk Customers,160,2,1167.28,0,0
CUST02040,Loyal Customers,1,1,686.12,0,0
CUST02041,Champions,15,2,3415.75,1,1
CUST02042,At-Risk Customers,68,4,2102.49,1,1
CUST02043,Loyal Customers,10,1,429.28,0,1
CUST02044,Champions,0,2,2285.22,0,2
CUST02045,Loyal Customers,92,1,626.4,0,1
CUST02046,Dormant Customers,282,0,0.0,0,0
CUST02047,Champions,61,5,4826.18,0,0
CUST02048,Dormant Customers,187,0,0.0,0,0
CUST02049,At-Risk Customers,81,3,2043.23,0,0
CUST02050,Champions,15,2,985.3,1,1
CUST02051,At-Risk Customers,85,2,2426.54,1,0
CUST02052,Champions,55,2,2935.75,0,1
CUST02053,Champions,61,2,1075.67,0,0
CUST02054,Loyal Customers,29,1,818.75,0,0
CUST02055,At-Risk Customers,73,4,2614.46,0,0
CUST02056,Dormant Customers,195,0,0.0,0,0
CUST02057,Champions,3,1,1572.37,0,0
CUST02058,Champions,12,1,1013.35,0,0
CUST02059,Champions,53,3,2449.99,1,0
CUST02060,High-Value but Unhappy,23,2,1331.01,2,1
CUST02061,At-Risk Customers,102,4,2511.93,0,1
CUST02062,At-Risk Customers,161,1,1113.22,0,0
CUST02063,Champions,38,4,1973.49,1,1
CUST02064,At-Risk Customers,69,3,2866.45,1,0
CUST02065,Loyal Customers,172,1,556.57,0,0
CUST02066,Loyal Customers,48,1,656.93,1,0
CUST02067,Champions,55,3,5011.96,1,1
CUST02068,Champions,7,2,1629.56,0,2
CUST02069,Dormant Customers,315,0,0.0,0,0
CUST02070,Loyal Customers,80,1,557.51,1,1
CUST02071,Loyal Customers,17,1,887.16,0,1
CUST02072,Champions,35,7,4340.19,0,1
CUST02073,Loyal Customers,34,1,462.53,0,0
CUST02074,Champions,36,1,1003.93,0,1
CUST02075,Dormant Customers,271,0,0.0,0,0
CUST02076,Dormant Customers,213,0,0.0,0,0
CUST02077,Loyal Customers,78,2,869.81,0,0
CUST02078,Champions,29,4,1815.21,0,1
CUST02079,Champions,19,4,1749.94,1,0
CUST02080,Loyal Customers,178,1,498.21,0,0
CUST02081,At-Risk Customers,166,2,1498.69,0,0
CUST02082,Loyal Customers,124,1,701.0,0,0
CUST02083,Champions,28,2,1606.4,0,1
CUST02084,Loyal Customers,165,1,481.85,0,0
CUST02085,Loyal Customers,3,1,682.7,0,0
CUST02086,Champions,40,2,1886.35,0,1
CUST02087,Loyal Customers,14,1,479.82,0,0
CUST02088,Champions,41,2,1254.96,1,0
CUST02089,Loyal Customers,20,1,542.75,0,0
CUST02090,Loyal Customers,80,1,483.82,1,0
CUST02091,Loyal Customers,19,1,872.98,0,1
CUST02092,Loyal Customers,174,1,776.3,0,0
CUST02093,Champions,11,2,1202.49,0,0
CUST02094,At-Risk Customers,96,2,1171.49,0,0
CUST02095,Loyal Customers,163,1,812.55,0,0
CUST02096,Champions,5,2,1424.87,0,1
CUST02097,Loyal Customers,59,1,286.55,0,1
CUST02098,Discount-Sensitive,223,0,0.0,0,1
CUST02099,At-Risk Customers,107,1,1106.31,0,0
CUST02100,Loyal Customers,23,1,407.63,0,1
CUST02101,Champions,18,5,3983.49,1,0
CUST02102,Champions,17,2,1151.43,0,1
CUST02103,Champions,44,2,1052.31,1,0
CUST02104,Loyal Customers,4,1,679.74,0,0
CUST02105,Champions,15,4,2058.2,0,0
CUST02106,Champions,46,2,1477.23,1,2
CUST02107,At-Risk Customers,90,2,1460.48,0,0
CUST02108,High-Value but Unhappy,9,3,2025.15,2,1
CUST02109,Champions,21,2,2251.49,0,1
CUST02110,Champions,26,2,1374.82,0,0
CUST02111,Dormant Customers,184,0,0.0,0,0
CUST02112,Dormant Customers,335,0,0.0,0,0
CUST02113,Dormant Customers,194,0,0.0,0,0
CUST02114,Loyal Customers,111,1,252.74,0,1
CUST02115,Dormant Customers,277,0,0.0,0,0
CUST02116,Loyal Customers,151,1,656.01,0,0
CUST02117,At-Risk Customers,92,1,1497.9,0,1
CUST02118,At-Risk Customers,93,1,1687.7,0,1
CUST02119,Champions,44,3,2881.38,1,1
CUST02120,Champions,41,4,2688.43,0,0
CUST02121,Loyal Customers,23,1,467.21,0,1
CUST02122,Dormant Customers,244,0,0.0,0,0
CUST02123,Loyal Customers,108,1,448.88,0,0
CUST02124,Champions,40,2,995.22,0,1
CUST02125,Loyal Customers,140,1,321.85,0,1
CUST02126,Dormant Customers,206,0,0.0,0,0
CUST02127,Dormant Customers,210,0,0.0,0,0
CUST02128,Champions,41,1,1406.44,0,1
CUST02129,Loyal Customers,90,1,787.79,0,0
CUST02130,At-Risk Customers,84,2,1106.1,1,1
